Time (s),X-Axis (m/s2),Y- Axis (m/s2),Z-Axis (m/s2)
0.0,0.46958148701320623,-0.4187465356372668,-0.0828915985412575,
0.007165468,0.42163381754025253,0.017429252737134804,0.17885273679199365,
0.01686901,-0.06108810282814958,0.9026710671372177,-0.22466683400390508,
0.027137864,-0.21742230873957036,0.6914911017566492,-0.33296298990820183,
0.036910208,-0.46507277664863866,-0.5194094859958037,0.3312225340988295,
0.047212031,-0.2341522421624167,-0.8445684976101195,-0.1027709961584371,
0.056922031,0.1957504871538558,-0.016770535049460467,0.2702093505341878,
0.066857656,0.49370404267718615,-0.07470800347139211,0.15487597652110097,
0.077117604,0.333671730235499,-0.442838635977187,-0.09061948245499352,
0.086944166,0.1749999375941611,0.2586447024853402,0.2033161816141309,
0.097033489,-0.39630118594151664,1.0496747513223788,-0.28171045802900707,
0.107090364,-0.3170409487532133,0.426021744379131,-0.4092436410814084,
0.116974687,-0.5907364119566723,-0.7011391484191196,0.5153640287852639,
0.128507135,-0.16613132393179297,-0.5149426908056082,-0.27723819591710175,
0.137655625,0.23484434576179236,-0.044204747737259964,-0.06856179696805675,
0.147434635,0.47901050163384795,-0.17326982503001798,0.11370219816774174,
0.160773229,0.3525624586190901,-0.32249056247762764,0.09096175853419375,
0.167011718,0.1901127110358971,0.40089187266117793,0.10341515878048035,
0.177472864,-0.4148568145086846,1.1634724993839778,-0.23904826848342786,
0.186936041,-0.48511440210743606,0.17995634351848905,-0.20656149076330443,
0.197373489,-0.34212279838882975,-0.7294397439584784,0.5396031023112311,
0.212250885,-0.08982353625745043,-0.39967704502945367,-0.24252406111976477,
0.217370781,0.4644423070108854,-0.013283830390018014,-0.48515465538995173,
0.227378437,0.5094599201326342,-0.271116194332156,0.25543782964311745,
0.236894218,0.3769221841529822,-0.35479898230593476,0.06644437992543217,
0.246871718,0.132985920845335,0.5435969036709383,0.26767576761222145,
0.2594825,-0.46055824666113443,1.0937618336591017,-0.5060353197481131,
0.268617343,-0.6136128513724866,-0.059686873633631704,-0.03707846942153736,
0.277160989,-0.2916927503515292,-0.7679253373773643,0.2767947439940208,
0.288940208,-0.049479497827610075,-0.23126803670181828,0.11417566335927987,
0.299425468,0.5580092323958712,0.014183149068721201,-0.23043986482038825,
0.312608906,0.4157616339635719,-0.2797884104020054,0.0761369997452519,
0.319085104,0.25599473655318183,-0.177862052708201,0.014940971866513664,
0.327012604,-0.14763064432068695,0.7464380227809491,0.16518153725883522,
0.337898229,-0.4398852924340886,0.9189311475185825,-0.32754181242925995,
0.347124427,-0.5817515643305717,-0.33745744938625705,0.07507058448041981,
0.357048177,-0.25088079705771915,-0.7602985152798797,0.13667084746714941,
0.367006197,0.3509194697146645,-0.14855205608987054,0.1859510578565331,
0.380279322,0.5718705054287141,-0.13416452084845892,-0.11172804531633673,
0.386937916,0.3962049004367212,-0.3524978707223463,0.04852344753599347,
0.397371822,0.25567222570826353,-0.021509166557735493,0.06946450998191978,
0.407563958,-0.2245031282468657,0.8868432553615997,-0.08233427580352704,
0.417237812,-0.39412295700423083,0.6941516806290015,-0.26506480833813484,
0.428990677,-0.4991730680569981,-0.37937499605771197,0.30892593653261713,
0.437365208,-0.307401103218792,-0.8091553332261745,-0.16657690214109344,
0.449744427,0.458932079918863,0.1341431234794852,-0.7155315717617032,
0.458420885,0.4590831105293287,-0.01526862823820141,0.39291669205352875,
0.467062499,0.260006165852662,-0.3339956080425265,-0.0687385457712395,
0.477121562,0.11606758145532292,0.20781312183471662,0.23614380693769554,
0.486827604,-0.504738670126269,1.223530012734192,-0.37803212852210955,
0.497013854,-0.35782221280389614,0.35058545141812747,-0.14919618011260916,
0.509051145,-0.5161011959938493,-0.654228003268269,0.4935580949724123,
0.516969687,0.01616004738582877,-0.7072570573845127,-0.26403795395371077,
0.527278072,0.4726146986752646,-0.029504486048906542,-0.5789793866004675,
0.53728177,0.4853520815110124,-0.1461867158609148,0.3489296804168909,
0.547116614,0.3423128465442593,-0.4234071783222768,0.2331751164038245,
0.557125416,0.18191302137603227,0.2895127684276888,0.24783159702930924,
0.567137135,-0.4827080701428266,1.196952331098047,-0.4912649042613175,
0.576961301,-0.2942292002548863,0.31400045397450704,0.036029366874149815,
0.587536406,-0.4958724425403349,-0.7141417293344325,0.41189539291338306,
